Senyawa,smiles
Ginsenoside Rd,CC1OC(OC2C(O)C(O)C(CO)OC2OC3CC4(C)C(CC(O)C5C(CCC45C)C(C)(CCC=C(C)C)OC6OC(CO)C(O)C(O)C6O)C7(C)CCC(O)C(C)(C)C37)C(O)C(O)C1O.CC(C)=CCCC(C)(OC8OC(CO)C(O)C(O)C8O)C9CCC%10(C)C9C(O)CC%11C%12(C)CCC(OC%13OC(CO)C(O)C(O)C%13OC%14OC(CO)C(O)C(O)C%14O)C(C)(C)C%12CCC%10%11C
Ginsenoside Re,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]3C[C@]4(C)[C@H](C[C@@H](O)[C@@H]5[C@H](CC[C@@]45C)[C@](C)(CCC=C(C)C)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@]7(C)CC[C@H](O)C(C)(C)[C@H]37)[C@H](O)[C@H](O)[C@H]1O
Ginsenosides Rf,Did not work
Ginsenosides Rg1,Did not work
Ginsenosides Rg2,Did not work
Gitaloxin,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC3C(O)CC(OC3C)OC4CCC5(C)C(CCC6C5CCC7(C)C(C(CC67O)OC=O)C8=CC(=O)OC8)C4
Gitoxigenin,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4(C)[C@H]([C@@H](O)C[C@]34O)C5=CC(=O)OC5
Gitoxin,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H]([C@@H](O)C[C@]67O)C8=CC(=O)OC8)C4
Glabratephrin,CC(=O)O[C@@H]1C(C)(C)OC(=O)C12COc3ccc4C(=O)C=C(Oc4c23)c5ccccc5
Gladiatoside B1,Did not work
Gladiatoside B2,Did not work
Gladiatoside B3,Did not work
Gladiatoside C2,Did not work
Glaucine,COc1cc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(c2cc1OC)c34
Glaziovine,COc1cc2CCN(C)C3CC4(C=CC(=O)C=C4)c(c1O)c23
Gliricidin,Did not work
Gliricidol,Did not work
Globularicisin,Did not work
Globulol ,CC1CCC2C1C3C(CCC2(C)O)C3(C)C
Glochidionionoside A,Did not work
Glochidionionoside B,Did not work
Glochidionionoside C,Did not work
Glochidionionoside D,Did not work
Glochidionolactone A,Did not work
Glochidionolactone B,Did not work
Glochidionolactone C,Did not work
Glochidionolactone D,Did not work
Glochidionolactone E,Did not work
Glochidionolactone F,Did not work
Glochiin C1,Did not work
Glocoside,Did not work
Glomeratose A,COc1cc(\C=C\C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@@]2(CO)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(OC)c1OC
Glomeratose B,COc1cc(\C=C\C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@@]2(CO)O[C@H]3O[C@H](COC(=O)/C=C/c4ccc(O)cc4)[C@@H](O)[C@H](O)[C@H]3O)cc(OC)c1O
Glomeratose C,COc1cc(\C=C\C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@@]2(CO)O[C@H]3O[C@H](COC(=O)/C=C/c4ccc(O)cc4)[C@@H](O)[C@H](O)[C@H]3O)cc(OC)c1OC
Glomeratose D,COc1cc(\C=C\C(=O)OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3OC(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)[C@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1OC
Glomeratose E,COc1cc(cc(OC)c1O)/C=C\2C(=O)OC[C@H]3O[C@H](O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4OC(=O)C2=C/c5ccc(O)c(OC)c5OC)[C@H](O)[C@@H](O)[C@@H]3O
Glomeratose F,COc1cc(\C=C\C(=O)O[C@@H]2[C@@H](COC(C)=O)O[C@H](O[C@]3(COC(=O)/C=C/c4ccc(O)cc4)O[C@H](CO)[C@@H](O)[C@@H]3OC(=O)c5ccccc5)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]2O[C@@H]7O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]7O)ccc1O
Glomeratose G,Did not work
Gloriosina,Did not work
Glucobrassicanapin,OC[C@H]1O[C@@H](SC(/CCCC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Glucobrassicin,OC[C@H]1O[C@@H](SC(/Cc2c[nH]c3ccccc23)=N\O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Glucocapparin,C\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
Glucocleomin,Did not work
Glucoerucin,CSCCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
Glucofrangulins  A ,Did not work
Glucofrangulins  B,Did not work
Glucoiberin,C[S](=O)CCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
Glucoiberverin,CSCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
Glucolepidiin,Did not work
Gluconapin,OC[C@H]1O[C@@H](SC(/CCC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Gluconapoleiferin,OC[C@H]1O[C@@H](SC(/C[C@@H](O)CC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Gluconasturtiin,OC[C@H]1O[C@@H](SC(/CCc2ccccc2)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Gluconic Acid,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
Glucoprotein,Did not work
Glucoputranjivin,CC(C)\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
Glucoraphanin,C[S](=O)CCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/O[S]([O-])(=O)=O
Glucoraphenin,Did not work
Glucose,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O
Glucoside Khellinin,Did not work
Glutamin,N[C@@H](CCC(N)=O)C(O)=O
Glutaric acid,OC(=O)CCCC(O)=O
Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
Glutation,Did not work
Glutelin,Did not work
Glutinosone,C[C@@H]1[C@@H](O)C(=O)C=C2CC[C@H](C[C@@H]12)C(C)=C
Glyceollin III,CC(=C)[C@@H]1Cc2cc3[C@H]4Oc5cc(O)ccc5[C@@]4(O)COc3cc2O1
Glyceollin IV,COc1cc2OCC3(O)C(Oc4cc(O)ccc34)c2cc1CC=C(C)C
Glychalcone A,Did not work
Glychalcone B,Did not work
Glycine,NCC(O)=O
Glycitein,COc1cc2C(=O)C(=COc2cc1O)c3ccc(O)cc3
Glycitein 7-O-glucoside,COc1cc2C(=O)C(=COc2cc1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4ccc(O)cc4
Glycobismine A,CN1c2ccccc2C(=O)c3c(O)c(C4CC(C)(C)Oc5cc(O)c6C(=O)c7ccccc7Nc6c45)c(O)c(CC=C(C)C)c13
Glycobismine F,Did not work
Glycobismine G,Did not work
Glycobismine-D,Did not work
Glycobismine-E,Did not work
Glycocitlone A,Did not work
Glycocitlone B,Did not work
Glycocitlone C,Did not work
Glycocitrine IV,Did not work
Glycocitrine V,Did not work
Glycocitrine VI,Did not work
Glycolone,Did not work
Glycophylone,Did not work
Glycophymoline,COc1nc(Cc2ccccc2)nc3ccccc13
Glycosides Flavonoida,Did not work
Glycosminine,O=C1N=C(Cc2ccccc2)Nc3ccccc13
Glycosolone,Did not work
Glycozolidal,COc1ccc2c([nH]c3cc(OC)c(C=O)cc23)c1
Glycozolidine,Did not work
Glycozoline,COc1ccc2[nH]c3ccc(C)cc3c2c1
Glycyrrhitinic Acid,Did not work
Glycyrrhizic Acid,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C(O)=O)C(O)=O
Glycyrrhizin Acid,Did not work
Glyflavanone A,Did not work
Glyflavanone B,Did not work
Glykoalkaloid,Did not work
Glykoalkaloids Solanine,Did not work
Glyoxylic acid,OC(=O)C=O
Glypentoside A,Did not work
Glypentoside B,Did not work
Glypentoside C,Did not work
Gmelofuran,CC(C)C1CC(=O)c2coc3C(=O)C(C)CC1c23
Gnemonol D,Did not work
Gnemonol E,Did not work
Gnemonol F,Did not work
Gnemonol K,Oc1ccc(cc1)\C=C/c2cc(O)cc3O[C@@H]([C@@H](c4cc(O)c5C(C(Oc5c4)c6ccc(O)cc6)c7cc(O)cc(O)c7)c23)c8ccc(O)cc8
Gnemonol L,Oc1ccc(cc1)\C=C/c2cc(O)cc3O[C@@H]([C@@H](c4cc(O)c5C(C(Oc5c4)c6ccc(O)cc6)c7cc(O)cc(O)c7)c23)c8ccc(O)cc8
Gnemonol M,COc1cc(ccc1O)C2[C@@H]3[C@@H](c4ccc(O)c(OC)c4)c5c(O)cc(O)cc5[C@@H]2c6c(O)cc(O)cc36
Gnemonoside A,Did not work
Gnemonoside B,Did not work
Gnemonoside K,OC[C@H]1O[C@@H](Oc2ccc(cc2)\C=C/c3cc(O)c4[C@@H]([C@H](Oc4c3)c5ccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc5)c7cc(O)c8[C@@H]([C@H](Oc8c7)c9ccc(O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)cc9)c%11cc(O)cc(O)c%11)[C@H](O)[C@@H](O)[C@@H]1O
Gnetifolin E,Did not work
Gnetifolin K,Did not work
Gnetol,Did not work
Gomisin A ,COc1cc2C[C@](C)(O)[C@@H](C)Cc3cc4OCOc4c(OC)c3c2c(OC)c1OC
Gomisin N,Did not work
Gomphrenin  II,Did not work
Gomphrenin I,OC[C@H]1O[C@@H](Oc2cc3N(C=CC4=CC(=[NH+][C@@H](C4)C(O)=O)C(O)=O)[C@@H](Cc3cc2O)C([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O
Gomphrenin III,O[C@H]1[C@H](O)[C@@H](COC(=O)\C=C/c2ccc(O)cc2)O[C@@H](Oc3cc4N(C=CC5=CC(=[NH+][C@@H](C5)C(O)=O)C(O)=O)[C@@H](Cc4cc3O)C([O-])=O)[C@@H]1O
Gomphrenin V,COc1cc(ccc1O)\C=C\C(=O)OC[C@H]2O[C@@H](Oc3cc4c(C[C@@H](C([O-])=O)[N+]4=CC=C5C[C@H](NC(=C5)C(O)=O)C(O)=O)cc3O)[C@H](O)[C@@H](O)[C@@H]2O
Gomphrenin VI,COc1cc(ccc1O)/C=C/C(=O)OC[C@H]2O[C@@H](Oc3cc4c(C[C@@H](C([O-])=O)[N+]4=CC=C5C[C@@H](NC(=C5)C(O)=O)C(O)=O)cc3O)[C@H](O)[C@@H](O)[C@@H]2O
Gondoic acid,CCCCCCCC\C=C/CCCCCCCCCC(O)=O
Goniothalamin,O=C1O[C@H](CC=C1)/C=C/c2ccccc2
Gossypetin,Oc1ccc(cc1O)C2=C(O)C(=O)c3c(O)cc(O)c(O)c3O2
"Gossypetin 3,7,8,3',4'-pentamethyl ether",Did not work
Gossypetin 3-galactoside,Did not work
Gossypetin 7-glucoside,Did not work
"Gossypetin 8,3',4'-trimethyl ether",Did not work
Gossypetin 8-glucoside,Did not work
Gossypetin 8-glucuronide,Did not work
Gossypetin 8-methyl ether 3-xylosyl-(1->2)-rhamnoside,Did not work
Gossypetin 8-rhamnoside,C[C@@H]1O[C@@H](Oc2c(O)cc(O)c3C(=O)C(=C(Oc23)c4ccc(O)c(O)c4)O)[C@H](O)[C@H](O)[C@H]1O
Gossypetin hexamethyl ether,COc1ccc(cc1OC)C2=C(OC)C(=O)c3c(OC)cc(OC)c(OC)c3O2
Gossypitrin,OC[C@H]1O[C@@H](Oc2cc(O)c3C(=O)C(=C(Oc3c2O)c4ccc(O)c(O)c4)O)[C@H](O)[C@@H](O)[C@@H]1O
Gossypol,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O
Gracillin,C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O
Gramine,CN(C)Cc1c[nH]c2ccccc12
Granatumin A,Did not work
Granatumin B,Did not work
Granatumin C,Did not work
Granatumin D,Did not work
Granatumin E,Did not work
Granatumin F,Did not work
Granatumin G,Did not work
Granaxylocarpin A,Did not work
Granaxylocarpin B,Did not work
Granaxylocarpin C,Did not work
Granaxylocarpin D,Did not work
Grandiflorone,Did not work
Grandifoliolenone,Did not work
Grandirubrine,COC1=C(OC)C2=C3C=CC(=O)C(=O)C=C3C4=C2C(=C1OC)C=CN4
Grandisin,COc1cc(cc(OC)c1OC)[C@H]2O[C@@H]([C@@H](C)[C@@H]2C)c3cc(OC)c(OC)c(OC)c3
Grandiuvarin A,Did not work
Grandiuvarin B,Did not work
Grandiuvarin C,Did not work
Grandiuvarone A,CC(=O)O[C@H]1C(=O)C=COC=C1COC(=O)c2ccccc2
Gratissimene,Did not work
Graviphane,Did not work
Grevillol,CCCCCCCCCCCCCc1cc(O)cc(O)c1
Grevilloside A,Did not work
Grevilloside B,Did not work
Grevilloside C,Did not work
Grevilloside D,Did not work
Grevilloside E,Did not work
Grevilloside F,Did not work
Grevirobstol A,Did not work
Grevirobstol B,Did not work
Grevirobstol C,Did not work
Griffipavixanthone,Did not work
Grossamide K,Did not work
Guaiacol,COc1ccccc1O
Guaidiol,Did not work
Guaijaverin,O[C@H]1CO[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@H]1O
Guaiol,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O
Guajavin B,Did not work
Guangsangon F,Did not work
Guangsangon G,Did not work
Guangsangon H,Did not work
Guangsangon I,Did not work
Guangsangon J,Did not work
Guangsangon K,Did not work
Guangsangon L,Did not work
Guangsangon M,Did not work
Guangsangon N,Did not work
Guanosine,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
Guavacoumaric acid,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@](C)(COC(=O)/C=C/c6ccc(O)cc6)C5CC[C@@]34C)C2[C@H]1C)C(O)=O
Guavanoic acid,C[C@@H]1C2C3=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@]2(CC[C@]1(C)OC(C)=O)C(O)=O
Guggullignan-I ,Did not work
Guggullignan-II,Did not work
Guibourtinidol,Did not work
Guibourtinidol-(4alpha->8)-epiafzelechin,Did not work
Guibourtinidol-7-methyl ether,Did not work
Guineensine,Did not work
Gula Oleandrose,Did not work
Gum,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O[C@@H]2CO)Oc3ccc4C(=CC(=O)Oc4c3)C
Guttiferone E,CC(C)=CC[C@H](C[C@]12C[C@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)\C(=C(O)/c3ccc(O)c(O)c3)C1=O)C2=O)C(C)=C
Guttiferone I,Did not work
Guvacine,OC(=O)C1=CCCNC1
Gymnorhizol,Did not work
Gynocardin,OCC1OC(OC2(C=CC(O)C2O)C#N)C(O)C(O)C1O
Haemanthamine,CO[C@H]1C[C@@H]2N3C[C@@H](O)[C@@]2(C=C1)c4cc5OCOc5cc4C3
Haemanthidine,CO[C@H]1C[C@@H]2N3C[C@@H](O)[C@@]2(C=C1)c4cc5OCOc5cc4C3O
Hamamelitannin,OC1O[C@H](COC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@]1(O)COC(=O)c3cc(O)c(O)c(O)c3
Hamatine,Did not work
Hamayne,O[C@@H]1C[C@@H]2N3C[C@H](O)[C@@]2(C=C1)c4cc5OCOc5cc4C3
Haplopine,COC1=C2Nc3occc3C(=C2C=CC1=O)OC
Haploxanthone,Did not work
Harpagide ,C[C@]1(O)C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12
Harpagoside,C[C@@]1(C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12)OC(=O)\C=C\c4ccccc4
Harsa,Did not work
Hayatine,COc1cc2CCN(C)[C@@H]3Cc4ccc(O)c(Oc5cc6C(Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4
Hayatinine,COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(O)c(Oc5ccc(CC6N(C)CCc7cc(OC)c(Oc1c2)cc67)cc5)c34
Hecogenin,C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5CC(=O)[C@]4(C)[C@H]3[C@@H]2C
Hederagenin,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
Hedychenone,CC1=CC(=O)C2C(C)(C)CCC[C@]2(C)[C@H]1\C=C/c3cocc3
Hedychilactone A,Did not work
Hedychilactone B,Did not work
Hedychilactone C,Did not work
Hedyocapitelline,Did not work
Hedyocapitine,Did not work
Hedyotisol A,Did not work
Hedyotisol B,Did not work
Hedyotisol C,Did not work
Helenalin,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2[C@H](O)[C@@]3(C)[C@H]1C=CC3=O
"Helenian (0,74)",Did not work
Heliangine,C\C=C(/C)C(=O)O[C@@H]1C[C@]2(C)O[C@@H]2C[C@H](O)/C(=C/C3OC(=O)C(=C)[C@H]13)C
Helianthol A,Did not work
"Helianthoside A,B,C",Did not work
Helichrysin,Did not work
Helichrysoside,O[C@H]1[C@H](O)[C@@H](COC(=O)/C=C/c2ccc(O)cc2)O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@@H]1O
Helicid,OC[C@@H]1O[C@H](Oc2ccccc2C=O)[C@@H](O)[C@H](O)[C@H]1O
Helicquinone,Did not work
Helicteric acid,Did not work
Heliettin,CC(C)(O)C1Cc2cc3C=C(C(=O)Oc3cc2O1)C(C)(C)C=C
Heliotrine,COC(C)C(O)(C(C)C)C(=O)OCC1=CCN2CCC(O)C12
"Helminthosporin (C15, H10, O5)",Did not work
Helonioside B,Did not work
Hemagglutinine,Did not work
Hemidesmin 1,Did not work
Hemidesmin 2,Did not work
Hemigossypol,CC(C)c1c(O)c(O)c(C=O)c2c(O)cc(C)cc12
Heminine,Did not work
Hentriacontan,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
Hentriacontan-1-ol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO
Hentriacontan-16-one,CCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCC
Hentriacontan-8-one,CCCCCCCCCCCCCCCCCCCCCCCC(=O)CCCCCCC
Hentriacontane,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
Heptacosane,CCCCCCCCCCCCCCCCCCCCCCCCCCC
Heptadecane,CCCCCCCCCCCCCCCCC
Heptaphylline,CC(C)=CCc1c(O)c(C=O)cc2c1[nH]c3ccccc23
Heptazoline,Did not work
Herbacetin 7-methyl ether 3-glucoside,Did not work
Herbacetin 8-glucuronide,Did not work
Herbacitrin,Did not work
Hernandezine,COc1ccc2C[C@@H]3N(C)CCc4c(OC)c(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34
Hernandifoline,COC1[C@H](CC23CCNC24C[C@H](O[C@@]14OC)c5ccc(OC)c(O)c35)OC(=O)\C=C\c6ccc(OC)c(O)c6
Hernandine,COc1ccc2[C@@H]3CC45N(C)CCC4(CC(O)[C@H](O)[C@]5(OC)O3)c2c1O
Hernandolinol,COc1ccc2CCC34N(C)CCC3(CC(O)C(=C4OC)OC)c2c1O
Hernandonine,O=C1c2ccc3OCOc3c2c4c5OCOc5cc6ccnc1c46
Hernangerine,COc1c(O)ccc2C[C@@H]3NCCc4cc5OCOc5c(c34)c12
Herniarin,COc1ccc2C=CC(=O)Oc2c1
Hesperetin,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
Hesperetin 7-O-rhamnoside,Did not work
Hesperidine,COc1ccc(cc1O)C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2
Heteroartonin A,Did not work
Heterodianthrones,Did not work
Heteroflavanone A,Did not work
Heteroflavanone B,Did not work
Heteroflavanone C,Did not work
Heterophyllin,COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CCc4c([nH]c5ccc(OC)cc45)[C@@H]3C[C@H]12
Hexacosan-1-ol,CCCCCCCCCCCCCCCCCCCCCCCCCCO
Hexadecanoylpyrrolidine,CCCCCCCCCCCCCCCC(=O)N1CCCC1
Hexahydrocurcumin,COC1CC(CCC1O)\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2
Hexanal,CCCCCC=O
Hibiscanal,Did not work
Hibiscetin,Did not work
Hibiscetin 3-glucoside,Did not work
Hibiscetin heptamethyl ether,Did not work
Hibiscone A,Did not work
Hibiscone B,Did not work
Hibiscone D,Did not work
Hibiscoquinone A,CC(C)c1cc(O)c(C=O)c2C(=O)C(=O)C(=Cc12)C
Hibiscoquinone B,Did not work
Hibiscoquinone C,Did not work
Hibiscoquinone D,Did not work
Hidrosianat,Did not work
Hinokiflavone,Oc1ccc(cc1)C2=CC(=O)c3c(O)c(Oc4ccc(cc4)C5=CC(=O)c6c(O)cc(O)cc6O5)c(O)cc3O2
Hinokinin,O=C1OC[C@H](Cc2ccc3OCOc3c2)[C@H]1Cc4ccc5OCOc5c4
Hippadine,O=C1n2ccc3cccc(c4cc5OCOc5cc14)c23
Hippeastrine,CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5OCOc5cc4[C@H]3[C@H]12
Hippuric acid,OC(=O)CNC(=O)c1ccccc1
Hiravanone,Did not work
Hirsutrin,OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O
Hispidol B,Did not work
Hispidulin,COc1c(O)cc2OC(=CC(=O)c2c1O)c3ccc(O)cc3
Hispidulin 4'-sulfate,Did not work
"Hispidulin 7,4'-disulfate",Did not work
Hispidulin 7-sulfate,Did not work
Histamin,NCCc1c[nH]cn1
Histamine,NCCc1c[nH]cn1
Histidine,N[C@@H](Cc1c[nH]cn1)C(O)=O
Homoaromoline,COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c(O)c(OC)cc6CCN(C)[C@@H](Cc7ccc(Oc1c2)cc7)c56)cc34
Homoferreirin,COc1ccc(C2COc3cc(O)cc(O)c3C2=O)c(OC)c1
Homoglycosolone,Did not work
Homomoschatoline,COc1c(OC)c2ccnc3C(=O)c4ccccc4c(c1OC)c23
Homonataloin,COc1c(O)ccc2C([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4cc(O)cc(O)c4C(=O)c12
Homostachydrine,C[N+]1(C)CCCC[C@H]1C([O-])=O
Homovanillyl   Alcohol     ,COc1cc(CCO)ccc1O
Honyucitrin,Did not work
Hookerianin,Did not work
Hopeaphenol,Oc1ccc(cc1)C2Oc3cc(O)cc4C(C5C(c6ccc(O)cc6)c7c(O)cc(O)cc7C8C(Oc9cc(O)cc5c89)c%10ccc(O)cc%10)C(c%11ccc(O)cc%11)c%12c(O)cc(O)cc%12C2c34
Hopenol B,Did not work
Hordatine A,NC(N)=NCCCCNC(=O)/C=C/c1ccc2O[C@H]([C@H](C(=O)NCCCCN=C(N)N)c2c1)c3ccc(O)cc3
Hordatine B,COc1cc(\C=C\C(=O)NCCCCN=C(N)N)cc2[C@H]([C@@H](Oc12)c3ccc(O)cc3)C(=O)NCCCCN=C(N)N
Hordenine,CN(C)CCc1ccc(O)cc1
Horsfieldin,Did not work
Humantenidine,CCC1=NC2CC3(C4OCC2C1C4O)C(=O)N(OC)c5ccccc35
Humantenine,CON1C(=O)C2(CC3C4COC2CC4C(/CN3C)=C/C)c5ccccc15
Humantenirine,CON1C(=O)C2(CC3NC\C(=C/C)C4CC2OCC34)c5ccc(OC)cc15
Humilixanthin,OCCC[C@H](N/C=C/C1=CC(=N[C@H](C1)C(O)=O)C(O)=O)C(O)=O
Humulene,C\C1=C/CC(C)(C)\C=C\CC(=C/CC1)/C
Humulone,CC(C)CC(=O)C1=C(O)C(=C(O)[C@@](O)(CC=C(C)C)C1=O)CC=C(C)C
Huratoxin,Did not work
Hyacinthin,O=CCc1ccccc1
Hydnowightin,COc1cc(ccc1O)\C=C(/CO)c2cc(cc(OC)c2O)[C@@H]3Oc4cc(ccc4O[C@H]3CO)C5=CC(=O)c6c(O)cc(O)cc6O5
Hydrastidine,Did not work
Hydrastine,COc1ccc2C(OC(=O)c2c1OC)C3N(C)CCc4cc5OCOc5cc34
Hydrocyanic acid,C#N
Hydroquinone ,Oc1ccc(O)cc1
"Hydroxy-19,20-dihydroakuammicine",Did not work
Hydroxyanigorufone,Did not work
Hydroxycristacarpone,Did not work
Hydroxyisogermafurenolide,Did not work
Hydroxysafflor yellow A,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=C(O)C(=C(O)/C=C/c3ccc(O)cc3)/C(=O)C(O)([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C2=O
Hymenoxin,COc1ccc(cc1OC)C2=CC(=O)c3c(O)c(OC)c(O)c(OC)c3O2
Hyoscin,Did not work
Hyoscine,[Br].CN1[C@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4
Hyoscyamine,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c3ccccc3
Hypaphorine,C[N+](C)(C)[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O
Hypericin,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c56
