Senyawa,smiles
Dihydroasparagusic acid,C(C(CS)C(=O)O)S
Dihydroavicine,CN1CC2=C(C=CC3=C2OCO3)C4=C1C5=CC6=C(C=C5C=C4)OCO6
Dihydrocaffeic acid,OC(=O)CCc1ccc(O)c(O)c1
Dihydrocapsenone,CC1C(CC(=O)C2C1(CC(CC2)C(=C)C)C)O
Dihydrocarvone,CC1CCC(CC1=O)C(C)=C
Dihydrochelerythrine,COc1ccc2c(CN(C)c3c4cc5OCOc5cc4ccc23)c1OC
Dihydroconiferyl alcohol,COC1=C(O)C=CC(C1)/C=C/CO
Dihydrocumambrin A,CC1C2C(CC(C3CC=C(C3C2OC1=O)C)(C)O)OC(=O)C
Dihydrocycloartomunin,CC(=CCC1=C(C=C(C2=C1OC3=C(C2=O)C(OC4=CC(=C(C=C43)O)O)C=C(C)C)O)OC)C
Dihydrodehydrodiconiferyl alcohol,COC1=CC(=CC2=C1O[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)CCCO
Dihydroflavokawin B,COC1=CC(=C(C(=C1)OC)C(=O)CCC2=CC=CC=C2)O
Dihydroformononetin,COC1=CC=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O
Dihydroguaiaretic acid,COc1cc(CC(C)C(C)Cc2ccc(O)c(OC)c2)ccc1O
Dihydroisocucurbitacin B,CC(=O)OC(C)(C)CCC(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3CC(=O)[C@@H](C4(C)C)O)C)C)C)O)O
Dihydroisocycloartomunin,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C3=C(O2)C4=CC(=C(C=C4OC3C=C(C)C)O)OC)C
Dihydrokaempferide 7-rhamnoside,CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(C(C3=O)O)C4=CC=C(C=C4)OC)O)O)O)O
Dihydrokawain,COC1=CC(=O)OC(CCc2ccccc2)C1
Dihydromalvalic acid,CCCCCCCCC1CC1CCCCCCC(=O)O
Dihydromethysticin,COC1=CC(=O)OC(CCc2ccc3OCOc3c2)C1
Dihydromikanolide,C[C@@H]1[C@@H]2[C@H](C[C@]3(C)O[C@H]3[C@@H]4O[C@@H]4C5=C[C@H]2OC5=O)OC1=O
Dihydromorin,OC1C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O
Dihydronitidine,COc1cc2CN(C)c3c(ccc4cc5OCOc5cc34)c2cc1OC
Dihydropinosylvin,Oc1cc(O)cc(CCc2ccccc2)c1
Dihydroquercetin,OC1C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3
Dihydroresveratrol,OC1=CC(=CC(C1)C=Cc2ccc(O)cc2)O
Dihydrorobinetin,OC1C(Oc2cc(O)ccc2C1=O)c3cc(O)c(O)c(O)c3
Dihydroverticillatine,COc1ccc2C3CC(CC4CCCCN34)OC(=O)CCc5ccc(O)c(c5)c2c1O
Dihydroxypicrotoxinin,CC(O)(CO)C1C2OC(=O)C1C3(O)CC4OC45C(=O)OC2C35C
Dihydrozeatin,C[C@H](CO)CCNc1ncnc2nc[nH]c12
Dillapiol,COc1c(CC=C)cc2OCOc2c1OC
Dillapiole,COc1c(CC=C)cc2OCOc2c1OC
Dillenetin,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC
DIMBOA,COc1ccc2N(O)C(=O)C(O)Oc2c1
DIMBOA glucoside,COc1ccc2N(O)C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)Oc2c1
Dimethyl disulfide,CSSC
Dimethylcrocetin ,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)OC)/C)/C)/C=C/C=C(/C(=O)OC)\C
Dinklacorine,CN1CCC2=CC3=C4C=C2[C@@H]1CC5=CC(=C(C=C5)OC)C6=C(C=CC(=C6)C[C@@H]7C8=C(O4)C(=C(C=C8CCN7C)OC)O3)O
Dioscin,C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O
Dioscorine,CN1CC2CCC1CC23CC(=CC(=O)O3)C
Diosgenin,CC1CCC2(OC1)OC3CC4C5CC=C6CC(O)CCC6(C)C5CCC4(C)C3C2C
Diosgenin 3-O-beta-D-glucopyranoside,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C)C)OC1
Diosindigo B,CC1=CC2=C(C(=C1)O)C(=C/C(=C\3/C=C(C4=C(C3=O)C=C(C=C4O)C)OC)/C2=O)OC
Diosmetin,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2
Diosmetin 7-O-beta-D-glucopyranoside,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
Diosphenol,CC(C)C1CCC(=C(O)C1=O)C
Diospyrin,Cc1cc(O)c2C(=O)C=C(C(=O)c2c1)c3c(C)cc4C(=O)C=CC(=O)c4c3O
Dioxibrassinin,CSC(=S)NCC1(C2=CC=CC=C2NC1=O)O
Dipentene,CC(=C)C1CCC(=CC1)C
Diphysolone,CC(=CCC1=C(C2=C(C=C1O)OCC(C2=O)C3=C(C=C(C=C3)O)O)O)C
dl-Syringaresinol,COc1cc(cc(OC)c1O)C2OCC3C2COC3c4cc(OC)c(O)c(OC)c4
Docosanoic acid,CCCCCCCCCCCCCCCCCCCCCC(O)=O
Docosanol,CCCCCCCCCCCCCCCCCCCCCCO
Dodecane,CCCCCCCCCCCC
Dodoneaside A,C/C=C(/C)\C(=O)O[C@H]1[C@@H](C(C[C@@H]2[C@]1([C@@H]([C@@H]([C@@]3(C2=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C)O)O)CO)(C)C)OC(=O)/C(=C\C)/C
Dodoneaside B,C/C=C(/C)\C(=O)O[C@H]1[C@@H](C(C[C@@H]2[C@]1([C@@H](C[C@@]3(C2=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C)O)CO)(C)C)OC(=O)C9(C(O9)C)C
Dolichin A,CC(=C)[C@@H](CC1=C(C=CC2=C1OC3C2COC4=C3C=CC(=C4)O)O)O
Dolichin B,CC(=C)[C@H](CC1=C(C=CC2=C1OC3C2COC4=C3C=CC(=C4)O)O)O
Dolicholide,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2COC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H](C(=C)C(C)C)O)O
Dolichosterone,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H](C(=C)C(C)C)O)O
Dopamine,NCCc1ccc(O)c(O)c1
Dracoflavan A,CC1=C(C(=C(C=C1O)OC(=O)C2=CC=CC=C2)CC(C3=C4C(=C(C=C3O)OC)CC[C@H](O4)C5=CC=CC=C5)C6=C7C(=C(C=C6O)OC)CC[C@H](O7)C8=CC=CC=C8)OC
Dracooxepine,CC1=C(C2=C(C=C1O)O[C@@](OC=C2)(C3=CC=CC=C3)OC4=CC5=C(CC[C@H](O5)C6=CC=CC=C6)C(=C4)OC)OC
Dregamine,CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC
Drim-8-en-7-one,CC1=C(C2(CCCC(C2CC1=O)(C)C)C)C
Dronabinol,CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1
Droserone,CC1=C(O)c2cccc(O)c2C(=O)C1=O
Dulcidiol,C[C@]12CC[C@]3(C1)[C@@H](C[C@H]([C@@H]4[C@@]3(CCC[C@@]4(C)CO)C)OC(=O)C5=CC=CC=C5)C[C@@H]2O
Dulcinol,C[C@]12CC[C@]3(C1)[C@@H](C[C@H]([C@@H]4[C@@]3(CCC[C@@]4(C)CO)C)OC(=O)C5=CC=CC=C5)CC2=O
Dulcinone,CC1=CC(=O)C2=CC(=C(C(=C2O1)O)C)O
Dulciol A,CC(=CCC/C(=C/CC1=C2C(=C(C(=C1O)O)CC=C(C)C)C(=O)C3=C(C=C(C=C3O2)O)O)/C)C
Dulciol B,CC(=CCC1=C2C(=C(C(=C1O)O)CC=C(C)C)OC3=C(C=C(C(=C3C2=O)O)C(C)(C)C=C)O)C
Dulciol C,CC(=CCC1=C2C(=C(C(=C1O)O)CCC(C)(C)O)C(=O)C3=C(C(=CC(=C3O2)O)C(C)(C)C=C)O)C
Dulcisflavan,C1[C@H]([C@H](OC2=C(C(=C(C(=C21)O)O)O)O)C3=CC(=C(C=C3)O)O)O
Dulcisisoflavone,CC1(CCC2=C(O1)C=CC(=C2)C3=COC4=C(C3=O)C5=C(CCC(O5)(C)C)C(=C4)O)C
Dulcisxanthone A,CC(=CCC1=CC2=C(C3=C1OC(C=C3)(C)C)C(=O)C4=C(O2)C=C(C(=C4O)CC=C(C)C)O)C
Dulcisxanthone B,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C=C(C(=C3CC=C(C)C)O)O)OC)C
Dulcisxanthone C,COC1=CC2=C(C=C1)C(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O
Dulcisxanthone E,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)OC3=C(C(=C(C=C3C2=O)O)O)CC=C(C)C)O)/C)C
Dulcitol,OCC(O)C(O)C(O)C(O)CO
Dulxanthone A,CC(=CCC1=C(C=C(C2=C1OC3=C(C2=O)C=CC(=C3O)O)O)OC)C
Dulxanthone E,CC1(C=CC2=C(O1)C(=C3C(=C2OC)C(=O)C4=C(O3)C(=C(C=C4)OC)OC)OC)C
Dulxanthone F,CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C4=C(O3)C(=C(C=C4OC)OC)OC)C
Dulxanthone G,CC1(C=CC2=C(C3=C(C(=C2O1)OC)OC4=C(C3=O)C(=CC(=C4OC)OC)OC)O)C
Dulxanthone H,CC1(C=CC2=C(O1)C(=C3C(=C2OC)C(=O)C4=C(O3)C(=C(C=C4O)OC)OC)OC)C
Durantoside II,C[C@@]1([C@H](C[C@]2([C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)OC(=O)/C=C/C4=CC=C(C=C4)OC)O
Dysodensiol A,C[C@@H]1C[C@H](C[C@@]2([C@]13[C@H](O3)C(=O)O[C@H]2C4=COC=C4)C)O
Dysodensiol B,C[C@@H]1C[C@@H](C[C@@]2([C@]13[C@H](O3)C(=O)O[C@H]2C4=COC=C4)C)O
Dysodensiol C,C[C@@H]1CC(=O)C[C@@]2([C@]13[C@H](O3)C(=O)O[C@H]2C4=COC=C4)C
Dysodensiol D,CC(C)[C@@H]1CC[C@@]([C@H]2[C@H]1C=C(CC2)C(=O)O)(C)O
Dysodensiol E,CC(C)[C@H]1CC[C@]2([C@@H]1C=C(CC[C@@H]2O)C(=O)O)C
Dysodensiol F,C[C@H]1[C@@H]2[C@H](CC1=O)[C@@](CC[C@@H]3[C@H]2C3(C)C)(CO)O
Dysoxylin A,C/C=C(/C)\C(=O)O[C@@H]1[C@H]2[C@H]3[C@](CO2)([C@@H](C[C@@H]([C@@]3([C@@H]4[C@@]1(C5=CC[C@H]([C@@]5([C@H](C4)OC(=O)C)C)C6CC(=O)OC6)C)C)OC(=O)C)O)C
Dysoxylin B,CC(=O)O[C@H]1C[C@@H]2[C@]3([C@H](C[C@H]([C@@]4([C@@H]3[C@H]([C@H]([C@]2(C5=CC[C@H]([C@]15C)C6CC(=O)OC6)C)OC(=O)C7=CC=CC=C7)OC4)C)O)OC(=O)C)C
Dysoxylin C,CCC(C)C(=O)O[C@@H]1[C@H]2[C@H]3[C@](CO2)([C@@H](C[C@@H]([C@@]3([C@@H]4[C@@]1(C5=CC[C@H]([C@@]5([C@H](C4)OC(=O)C)C)C6CC(=O)OC6)C)C)OC(=O)C)O)C
Dysoxylin D,CC(C)/C(=C/C(=O)O[C@@H]1[C@H]2[C@H]3[C@](CO2)([C@@H](C[C@@H]([C@@]3([C@@H]4[C@@]1(C5=CC[C@H]([C@@]5([C@H](C4)OC(=O)C)C)C6CC(=O)OC6)C)C)OC(=O)C)O)C)/C
E-Ajoene,C=CCSS/C=C/CS(=O)CC=C
E-Guggulsterone,C\C=C/1C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Eburnamonine,CC[C@]12CCCN3CCc4c5ccccc5n(C(=O)C1)c4[C@H]23
Echimidine,C/C=C(/C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)O)C(C)(C)O)C12
Echinacoside,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC(=O)/C=C/c5ccc(O)c(O)c5)[C@H](O)[C@H](O)[C@H]1O
Echinocystic Acid,CC1(C)CC[C@@]2([C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
Echitamine,COC(=O)C1(CO)[C@H]\2C[C@H](O)[C@@]34Nc5ccccc5[C@@]13CC[N@@+]4(C)CC2=C/C
Edulirin A,CC(C)CC(=O)NC1CCCN1C(=O)[C@@H]2[C@H]([C@]3([C@H]([C@@]2(C4=C(C5=C(C=C4O3)OCO5)OC)O)O)C6=CC=C(C=C6)OC)C7=CC=CC=C7
Edulirin B,CC(C)CC(=O)NC1CCCN1C(=O)[C@@H]2[C@H]([C@@]3([C@@H]([C@]2(OC4=CC5=C(C(=C43)OC)OCO5)C6=CC=C(C=C6)OC)O)O)C7=CC=CC=C7
Ehrenoside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O[C@H]3[C@@H]([C@H]([C@H](CO3)O)O)O)OCCC4=CC(=C(C=C4)O)O)CO)OC(=O)/C=C/C5=CC(=C(C=C5)O)O)O)O)O
Elemicin,COc1cc(CC=C)cc(OC)c1OC
Eleutherin,COc1cccc2C(=O)C3=C([C@@H](C)O[C@@H](C)C3)C(=O)c12
Ellagic acid,Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34
Elliotinol,C/C(=C\C[C@H]1C(=C)CC[C@@H]2[C@@]1(CCC[C@]2(C)CO)C)/C=C
Ellipticine,Cc1c2[nH]c3ccccc3c2c(C)c4cnccc14
Elliptinol,COC1=C(C=C2C(=C1)C3C(CO2)OC4=C(C3O)C=CC5=C4C=CO5)OC
Elliptinone,CC1=CC(=O)C2=C(C1=O)C=CC(=C2O)C3=C(C4=C(C=C3)C(=O)C(=CC4=O)C)O
Elliptone,COc1cc2OC[C@H]3Oc4c(ccc5occc45)C(=O)[C@H]3c2cc1OC
Elymoclavine,CN1CC(=C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)CO
Embelin,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O
Emetine ,[Cl].CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]4NCCc5cc(OC)c(OC)cc45
Emodin,Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1
Empetrin,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O.[Cl-]
endo-Borneol,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O
Engeletin,C[C@@H]1O[C@@H](O[C@@H]2C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)cc4)[C@H](O)[C@H](O)C1O
Enoxolone,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O
ent-16-hydroxy-3-oxo-13-epi-manoyl oxide,C[C@@]12CCC(=O)C([C@@H]1CC[C@]3([C@@H]2CC[C@](O3)(CO)C=C)C)(C)C
ent-Copalyl diphosphate,CC(/CC[C@@H]1C(=C)CC[C@@H]2C(C)(C)CCC[C@@]12C)=C\CO[P](O)(=O)O[P](O)(O)=O
ent-Epiafzelechin,C1[C@@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O
ent-Epicatechin,O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c3ccc(O)c(O)c3
Ent-Epicatechin-(4alpha->8)-catechin,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
Entadamide A,CS\C=C\C(=O)NCCO
Ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1
epi-12-Palmatoside G,C[C@@]12C[C@@H](OC(=O)[C@@H]1CC[C@@]3([C@H]2CC=CC3=O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=COC=C5
epi-Fibrauretinoside A,C[C@@]12C[C@H](OC(=O)[C@]1(C[C@@H]3[C@@]4([C@H]2CC=C[C@]4(C(=O)O3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O)C6=COC=C6
Epiafzelechin,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O
Epiafzelechin 3-O-beta-D-glucopyranoside,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O[C@H]4C(C([C@@H](C(O4)CO)O)O)O
Epiafzelechin-(4beta->8)-epicatechin,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC=C(C=C6)O)O
"Epicatechin 3,5-di-O-gallate",C1[C@H]([C@H](OC2=C1C(=CC(=C2)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C=C4)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O
Epicatechin 3-O-(3-O-methylgallate),COC1=CC(=CC(=C1O)O)C(=O)O[C@@H]2CC3=C(C=C(C=C3O[C@@H]2C4=CC(=C(C=C4)O)O)O)O
"Epicatechin 5,7,3'-trimethyl ether",COC1=CC2=C(C[C@H]([C@H](O2)C3=CC(=C(C=C3)O)OC)O)C(=C1)OC
Epicatechin 8-C-beta-D-galactoside,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@H]3C([C@H]([C@H](C(O3)CO)O)O)O)O)O)C4=CC(=C(C=C4)O)O)O
Epicatechin-(4beta->6)-epicatechin-(4beta->8)-catechin,C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=C3C(=C(C(=C4)O)[C@@H]5[C@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O
Epicatechin-(4beta->6)-epicatechin-(4beta->8)-epicatechin,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=C3C(=C(C(=C4)O)[C@@H]5[C@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O
Epicatechin-(4beta->8)-3-O-galloylepicatechin-(4beta->8)-catechin,C1[C@@H]([C@@H](OC2=C1C(=CC(=C2[C@H]3[C@H]([C@H](OC4=C(C(=CC(=C34)O)O)[C@@H]5[C@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O
Epicatechin-(4beta->8)-3-O-galloylepicatechin-(4beta->8)-epicatechin-3-O-gallate,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)C1=CC(=C(C=C1)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O
Epicatechin-(4beta->8)-ent-epicatechin,O[C@H]1Cc2c(O)cc(O)c([C@@H]3[C@@H](O)[C@H](Oc4cc(O)cc(O)c34)c5ccc(O)c(O)c5)c2O[C@H]1c6ccc(O)c(O)c6
Epicatechin-(4beta->8)-epicatechin-(4beta->6)-epicatechin,C1[C@H]([C@H](OC2=C1C(=C(C(=C2)O)[C@@H]3[C@H]([C@H](OC4=C(C(=CC(=C34)O)O)[C@@H]5[C@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O
Epifriedelanol,C[C@H]1[C@@H](O)CCC2[C@]1(C)CCC3[C@@]2(C)CCC4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]34C
Epifriedelanol Acetate,C[C@H]1[C@H](CCC2[C@]1(C)CCC3C2(C)CCC4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]34C)OC(C)=O
Epifriedelinol,C[C@H]1[C@H](CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C)C)O
Epigallocatechin,O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3cc(O)c(O)c(O)c3
"Epigallocatechin 3,3',-di-O-gallate",C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O
"Epigallocatechin 3,4',-di-O-gallate",C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O
"Epigallocatechin 3,5,-di-O-gallate",C1[C@H]([C@H](OC2=C1C(=CC(=C2)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O
Epigallocatechin 3-O-(3-O-methylgallate),COC1=CC(=CC(=C1O)O)C(=O)O[C@@H]2CC3=C(C=C(C=C3O[C@@H]2C4=CC(=C(C(=C4)O)O)O)O)O
Epigallocatechin 3-O-caffeate,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)O
Epigallocatechin 3-O-p-coumarate,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)/C=C/C4=CC=C(C=C4)O
Epigallocatechin-(4beta->8)-catechin,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
Epigallocatechin-(4beta->8)-epicatechin-3-O-gallate,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C=C6)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O
Epigallocatechin-(4beta->8)-epigallocatechin-3-O-gallate,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C(=C6)O)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O
Epimaslinic Acid ,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@H](C3(C)C)O)O)C
Epiprogoitrin,C=C[C@H](C/C(=N/OS(=O)(=O)O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
Epishyobunone,CC(C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C(C)=C)C1=O
Epistephanine,COc1ccc2CC3N(C)CCc4cc(OC)c(Oc5c(OC)c(OC)cc6CCN=C(Cc7ccc(Oc1c2)cc7)c56)cc34
Epoxyguaiene,CC1CCC2=C1CC3(CCC2C)OC3(C)C
epsilon-Caesalpin,CC(=O)O[C@H]1CC([C@@]2(CC[C@@H]3[C@@H]([C@]2([C@H]1OC(=O)C)C)CC4=C([C@@]3(C)O)C=CO4)O)(C)C
Eremophilene,C[C@H]1CCC=C2CC[C@H](CC12C)C(C)=C
Ergine,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(N)=O
Ergonine,CC[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C
Ergosterol,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Eriobofuran,COc1cc2c(oc3ccccc23)c(OC)c1O
Eriodictin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=O)C[C@H](OC3=C2)C4=CC(=C(C=C4)O)O)O)O)O)O
Eriodictyol,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3
"Eriodictyol 5,4'-dimethyl ether 7-O-glucoside",COC1=C(C=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3OC)OC4C(C(C(C(O4)CO)O)O)O)O
Eriodictyol 5-methyl ether 7-O-xylosyl-(1->4)-arabinoside,COC1=CC(=CC2=C1C(=O)CC(O2)C3=CC(=C(C=C3)O)O)OC4C(C(C(CO4)OC5C(C(C(CO5)O)O)O)O)O
Eriodictyol 5-O-rhamnoside,CC1[C@@H]([C@@H](C([C@@H](O1)OC2=CC(=CC3=C2C(=O)CC(O3)C4=CC(=C(C=C4)O)O)O)O)O)O
